instance_id,variant_type,repo,lang,split,status,exclusion_reason,flags,n_f2p_effective,n_p2p_effective,p_hat_orig,p_hat_source_orig,empirical_success_rate
rstar-2c952cbc065f,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.875
rstar-b8ff836a4a75,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=1,k=4)",1.0
rstar-a48b1d1bce57,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=1,k=4)",1.0
rstar-026c6d7ed7c6,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=1,k=4)",0.75
rstar-494400fb7da9,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=1,k=4)",1.0
rstar-c816693e46e8,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=1,k=4)",1.0
rstar-0edfb9dfcc7e,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=1,k=4)",0.75
rstar-e538f5889f58,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=1,k=4)",0.875
rstar-fe613a7a7d7b,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-fa3dc346a889,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=1,k=4)",0.625
rstar-ce408baf55c2,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=1,k=4)",0.625
rstar-f45d671410c2,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=1,k=4)",1.0
rstar-64e5767a12ca,ut_stdio,,en,validation,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
rstar-6632ce39bc40,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=1,k=4)",0.75
rstar-f070268bdca1,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=1,k=4)",1.0
rstar-f75577bebc68,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=1,k=4)",1.0
rstar-c1f04608690c,ut_stdio,,en,excluded,excluded,TOO_HARD,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
rstar-cb5f6366e5f5,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.625
rstar-b75a86dd8bb5,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=1,k=4)",1.0
rstar-93c688776257,ut_stdio,,en,excluded,excluded,TOO_HARD,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=1,k=4)",0.0
rstar-28438988811e,ut_stdio,,en,validation,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=1,k=4)",
rstar-2ff8762a1fc6,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=1,k=4)",0.875
opencodeinstruct-8c97141b4a4f,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=1,k=4)",0.5
opencodeinstruct-746d9dc54964,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-b521a77d3a82,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-07e18e375025,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-3cc1e5f22e66,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=1,k=4)",
opencodeinstruct-2f891af111e7,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-b9e7102aae24,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-bfaa0e800a5e,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=1,k=4)",
opencodeinstruct-0639f7391d6b,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",0.125
opencodeinstruct-9de220cf1150,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-220f99c8adbc,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-72e1794809e3,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-792ea8a7779b,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=1,k=4)",0.5
opencodeinstruct-a541be809dbd,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-a99d9ae9d28d,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=1,k=4)",
opencodeinstruct-545840e3d28d,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=1,k=4)",1.0
opencodeinstruct-4cb14ed69507,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=1,k=4)",0.0
opencodeinstruct-0ffd224e6b8f,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-16edee780c19,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-6727ae66afe5,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=1,k=4)",1.0
opencodeinstruct-76efcbed66f8,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-70082ba966db,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-9c95ea884ab3,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-946288b00ed1,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=1,k=8)",0.125
opencodeinstruct-88d8ba20dc31,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-c8f7712e6caf,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=1,k=4)",1.0
opencodeinstruct-12f8885a4c13,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-911822c8caa8,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-e444322cce25,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=16)",1.0
kodcode-09bb8677b360,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
kodcode-724412441b47,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-33f989a6c662,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-25388c7a0048,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-0d3951cd67e9,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
kodcode-4eacc6e07c1b,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-15ee587f0e6f,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-62c59fbb54cf,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.75
kodcode-e1576feaa825,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",
kodcode-d7460c579d22,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",0.625
kodcode-dd4836e4a3d3,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-d4771a22e72e,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.875
kodcode-9f5c8bf0d25e,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-00f10d78a2a5,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-7e0870f03516,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.875
kodcode-1048e92799fe,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.625
opencodeinstruct-0cc0cc39d9fc,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-14aec06b2b42,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
kodcode-921bcc3bec41,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.75
kodcode-6098ac6929fb,ut_pytest,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",0.0
kodcode-431f4ae8a622,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-09c60241f056,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-43c8082ee648,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
kodcode-21d4d5ce7f67,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.5
kodcode-58a20ce239b3,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.75
kodcode-b6c80947cf52,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-7de2b4609570,ut_pytest,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-f224cc5f14af,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-78855d540116,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.75
opencodeinstruct-b5418d82823b,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",
opencodeinstruct-9bb516fc2878,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
ko-native-7eaeef5087c3,ut_function,,ko,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=1,k=4)",
ko-native-fbb9802685ef,ut_function,,ko,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=1,k=8)",0.125
ko-native-a3bc2d914204,ut_function,,ko,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=1,k=4)",
rstar-3787480dce09,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.125
rstar-52ca18e39587,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-3887f71ecceb,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.875
rstar-f155386bce7f,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.875
rstar-d76b68b945e4,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-2eeba3c014b8,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-9e78e985fa44,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.875
rstar-6fba4f00513a,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.625
rstar-7daa4e1289e7,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.75
rstar-f1b9526886c2,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.75
rstar-40c4c94f03bb,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.25
rstar-771d99948509,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.375
rstar-7f4a7db5e653,ut_stdio,,en,excluded,excluded,TOO_HARD,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.0
rstar-8970e791bdb2,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.5
rstar-6d25444c982a,ut_stdio,,en,test,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
rstar-3032a7ddd9bc,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
rstar-dab8fc49dc58,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
rstar-a84e46b3ec7d,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
rstar-c757e897ced3,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=16)",0.75
rstar-b872c83dfd18,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.625
rstar-06b5ef3d0290,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
rstar-0543e4a29323,ut_stdio,,en,train,ok,,no_reference_solution;HARD_BUT_PARTIAL_SIGNAL,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
rstar-95720dca94c0,ut_stdio,,en,excluded,excluded,TOO_HARD,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
rstar-fa13c38db607,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-911a4cfa4a36,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=16)",0.125
opencodeinstruct-b423dc1c7591,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-ecc6c667c627,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",
opencodeinstruct-58dfa290818c,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-b247bba0fa34,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.875
opencodeinstruct-d9128e3fb223,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=1,k=8)",0.25
opencodeinstruct-f0a233c4055e,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-a1a7f1664f69,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-fa7185926b12,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-471e5ac47d78,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-b9cdc1e28df3,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-ee0c90d0b9ff,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-c0afea64f3b7,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-3d47ae13d94e,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-12d5c1088dba,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-f26f50cde89b,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-4e5638957467,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-6e0e0051fed1,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-69a4a523d428,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-a4360c6f9d41,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-d661037d5528,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-fbec14417849,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-9871f6929ad9,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-ff0468fb61da,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.875
opencodeinstruct-287092052419,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-6bbaf98b42c7,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-2219beb95333,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-179e45f7665e,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-d8f959be635e,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-c0ff1c65442a,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-aa4cfe9daf93,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.375
opencodeinstruct-1bf413174c48,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-ef90c1a7b0ea,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-eded733b9b3d,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.875
opencodeinstruct-adf5cb50dd92,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-9271ccafe4a0,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-44c998349e78,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-a1cefbbfe248,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-7762cd7152d3,ut_pytest,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-d61a9a4d9fff,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.375
opencodeinstruct-f71e43cce9d5,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.5
kodcode-71f0e006ce87,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
kodcode-cf5b679e5805,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.625
kodcode-3e516e27f453,ut_pytest,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-0ca7b2ee8906,ut_pytest,,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL;PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",0.0
kodcode-94a2410bc8dc,ut_pytest,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-3ed7099850af,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-0eedb69b621b,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-b586cf34c02f,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-c47c96e588f8,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-f7b5339e32bd,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.625
kodcode-1cb9514432aa,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.625,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-60a0b55489f9,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",1.0
kodcode-8db1bd1e70fb,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.875
kodcode-9cab5054168a,ut_pytest,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
